"month_year","complaint_type","complaint_count"
"2019-04",Violation of Park Rules,274
"2019-04",Water Conservation,258
"2019-04",WATER LEAK,2439
"2019-04",Water Quality,103
"2019-04",Water System,4268
"2019-04",Window Guard,4
"2019-05",Abandoned Vehicle,2
"2019-05",Adopt-A-Basket,84
"2019-05",Advocate-Co-opCondo Abatement,4
"2019-05",Advocate-Commercial Exemptions,1
"2019-05",Advocate-Personal Exemptions,16
"2019-05",Advocate-Prop Refunds/Credits,28
"2019-05",Advocate-Property Value,2
"2019-05",Advocate-SCRIE/DRIE,1
"2019-05",Advocate - Other,11
"2019-05",Air Quality,928
"2019-05",Alzheimer's Care,14
"2019-05",Animal Abuse,677
"2019-05",Animal in a Park,225
"2019-05",Appliance,1
"2019-05",APPLIANCE,1062
"2019-05",Asbestos,228
"2019-05",Beach/Pool/Sauna Complaint,11
"2019-05",Benefit Card Replacement,805
"2019-05",Bereavement Support Group,2
"2019-05",BEST/Site Safety,209
"2019-05",Bike Rack Condition,13
"2019-05",Bike/Roller/Skate Chronic,50
"2019-05",Blocked Driveway,12125
"2019-05",Boilers,266
"2019-05",Borough Office,474
"2019-05",Bridge Condition,28
"2019-05",Broken Parking Meter,1026
"2019-05",Building Marshals office,303
"2019-05",Building/Use,2323
"2019-05",Bus Stop Shelter Complaint,47
"2019-05",Bus Stop Shelter Placement,18
"2019-05",Case Management Agency Complaint,1
"2019-05",Collection Truck Noise,8
"2019-05",Construction Safety Enforcement,1532
"2019-05",Consumer Complaint,1245
"2019-05",Cooling Tower,3
"2019-05",Cranes and Derricks,14
"2019-05",Curb Condition,970
"2019-05",Damaged Tree,2144
"2019-05",Day Care,66
"2019-05",DCA / DOH New License Application Request,120
"2019-05",Dead/Dying Tree,1211
"2019-05",Derelict Bicycle,240
"2019-05",Derelict Vehicle,3633
"2019-05",Derelict Vehicles,3234
"2019-05",Dirty Conditions,3027
"2019-05",Disorderly Youth,9
"2019-05",DOF Parking - DMV Clearance,10
"2019-05",DOF Parking - Payment Issue,198
"2019-05",DOF Parking - Request Copy,47
"2019-05",DOF Parking - Request Status,35
"2019-05",DOF Parking - Tax Exemption,33
"2019-05",DOF Property - Owner Issue,149
"2019-05",DOF Property - Payment Issue,175
"2019-05",DOF Property - Property Value,44
"2019-05",DOF Property - Reduction Issue,935
"2019-05",DOF Property - Request Copy,285
"2019-05",DOF Property - RPIE Issue,99
"2019-05",DOF Property - Update Account,363
"2019-05",DOOR/WINDOW,2646
"2019-05",DPR Internal,183
"2019-05",DRIE,119
"2019-05",Drinking,206
"2019-05",Drinking Water,10
"2019-05",Drug Activity,171
"2019-05",Elder Abuse,28
"2019-05",ELECTRIC,1762
"2019-05",Electrical,250
"2019-05",Electronics Waste,1
"2019-05",Electronics Waste Appointment,3446
"2019-05",Elevator,1249
"2019-05",ELEVATOR,103
"2019-05",Emergency Response Team (ERT),371
"2019-05",Executive Inspections,38
"2019-05",Facades,37
"2019-05",FATF,10
"2019-05",Ferry Complaint,16
"2019-05",Ferry Inquiry,50
"2019-05",Ferry Permit,4
"2019-05",FLOORING/STAIRS,1846
"2019-05",Foam Ban Enforcement,5
"2019-05",Food Establishment,980
"2019-05",Food Poisoning,225
"2019-05",For Hire Vehicle Complaint,907
"2019-05",For Hire Vehicle Report,63
"2019-05",Forensic Engineering,1
"2019-05",Found Property,13
"2019-05",General,145
"2019-05",GENERAL,2021
"2019-05",General Construction/Plumbing,4743
"2019-05",Graffiti,1773
"2019-05",Harboring Bees/Wasps,20
"2019-05",Hazardous Materials,280
"2019-05",HEAT/HOT WATER,7983
"2019-05",Highway Condition,320
"2019-05",Highway Sign - Damaged,3
"2019-05",Highway Sign - Dangling,1
"2019-05",Highway Sign - Missing,4
"2019-05",Home Delivered Meal - Missed Delivery,4
"2019-05",Home Delivered Meal Complaint,12
"2019-05",Homeless Encampment,371
"2019-05",Homeless Person Assistance,1730
"2019-05",Housing - Low Income Senior,396
"2019-05",Housing Options,136
"2019-05",HPD Literature Request,179
"2019-05",Illegal Fireworks,15
"2019-05",Illegal Parking,17887
"2019-05",Illegal Tree Damage,390
"2019-05",Indoor Air Quality,369
"2019-05",Indoor Sewage,115
"2019-05",Industrial Waste,124
"2019-05",Investigations and Discipline (IAD),162
"2019-05",Lead,769
"2019-05",LinkNYC,17
"2019-05",Literature Request,30
"2019-05",Litter Basket / Request,250
"2019-05",Maintenance or Facility,1719
"2019-05",Miscellaneous Categories,1
"2019-05",Missed Collection (All Materials),3523
"2019-05",Mobile Food Vendor,214
"2019-05",Mold,27
"2019-05",Mosquitoes,15
"2019-05",Municipal Parking Facility,8
"2019-05",New Tree Request,1831
"2019-05",Noise,5825
"2019-05",Noise - Commercial,4765
"2019-05",Noise - Helicopter,255
"2019-05",Noise - House of Worship,78
"2019-05",Noise - Park,592
"2019-05",Noise - Residential,23906
"2019-05",Noise - Street/Sidewalk,11526
"2019-05",Noise - Vehicle,5374
"2019-05",Non-Emergency Police Matter,831
"2019-05",Non-Residential Heat,20
"2019-05",OEM Literature Request,9
"2019-05",Other Enforcement,713
"2019-05",Outside Building,3
"2019-05",OUTSIDE BUILDING,60
"2019-05",Overflowing Litter Baskets,134
"2019-05",Overgrown Tree/Branches,1646
"2019-05",PAINT/PLASTER,4387
"2019-05",Panhandling,58
"2019-05",Plant,13
"2019-05",Plumbing,514
"2019-05",PLUMBING,3751
"2019-05",Poison Ivy,35
"2019-05",Posting Advertisement,13
"2019-05",Public Payphone Complaint,31
"2019-05",Public Toilet,5
"2019-05",Quality of Life,21
"2019-05",Recycling Enforcement,72
"2019-05",Request Large Bulky Item Collection,19289
"2019-05",Rodent,3386
"2019-05",Root/Sewer/Sidewalk Condition,848
"2019-05",Safety,66
"2019-05",SAFETY,919
"2019-05",Sanitation Condition,4183
"2019-05",Scaffold Safety,16
"2019-05",School Maintenance,146
"2019-05",SCRIE,575
"2019-05",Senior Center Complaint,18
"2019-05",Sewer,3484
"2019-05",Sidewalk Condition,3272
"2019-05",Smoking,189
"2019-05",Special Natural Area District (SNAD),7
"2019-05",Special Operations,53
"2019-05",Special Projects Inspection Team (SPIT),565
"2019-05",Stalled Sites,1
"2019-05",Standing Water,346
"2019-05",Street Condition,9777
"2019-05",Street Light Condition,4848
"2019-05",Street Sign - Damaged,538
"2019-05",Street Sign - Dangling,199
"2019-05",Street Sign - Missing,487
"2019-05",Sustainability Enforcement,125
"2019-05",Sweeping/Inadequate,26
"2019-05",Sweeping/Missed,62
"2019-05",Tanning,2
"2019-05",Tattooing,4
"2019-05",Taxi Complaint,904
"2019-05",Taxi Compliment,15
"2019-05",Taxi Report,149
"2019-05",Taxpayer Advocate Inquiry,14
"2019-05",Traffic,506
"2019-05",Traffic Signal Condition,3052
"2019-05",Trans Fat,1
"2019-05",Tunnel Condition,1
"2019-05",Unsanitary Animal Pvt Property,242
"2019-05",Unsanitary Condition,743
"2019-05",UNSANITARY CONDITION,6138
"2019-05",Unsanitary Pigeon Condition,52
"2019-05",Urinating in Public,46
"2019-05",Vacant Lot,184
"2019-05",Vending,555
"2019-05",Violation of Park Rules,371
"2019-05",Water Conservation,257
"2019-05",WATER LEAK,2594
"2019-05",Water Quality,117
"2019-05",Water System,4415
"2019-05",Window Guard,4
"2019-06",Abandoned Vehicle,2541
"2019-06",Adopt-A-Basket,75
"2019-06",Advocate-Co-opCondo Abatement,1
"2019-06",Advocate-Personal Exemptions,3
"2019-06",Advocate-Prop Refunds/Credits,4
"2019-06",Advocate-Property Value,1
"2019-06",Advocate - Lien,1
"2019-06",Advocate - Other,5
"2019-06",Air Quality,789
"2019-06",Alzheimer's Care,1
"2019-06",Animal-Abuse,416
"2019-06",Animal Abuse,193
"2019-06",Animal in a Park,245
"2019-06",Appliance,1
"2019-06",APPLIANCE,926
"2019-06",Asbestos,154
"2019-06",Beach/Pool/Sauna Complaint,15
"2019-06",Benefit Card Replacement,243
"2019-06",BEST/Site Safety,155
"2019-06",Bike Rack Condition,12
"2019-06",Bike/Roller/Skate Chronic,56
"2019-06",Blocked Driveway,11664
"2019-06",Boilers,141
"2019-06",Borough Office,494
"2019-06",Bottled Water,2
"2019-06",Bridge Condition,22
"2019-06",Broken Parking Meter,899
"2019-06",Building Marshals office,303
"2019-06",Building/Use,2179
"2019-06",Bus Stop Shelter Complaint,84
"2019-06",Bus Stop Shelter Placement,16
"2019-06",Collection Truck Noise,12
"2019-06",Construction Safety Enforcement,1507
"2019-06",Consumer Complaint,1395
"2019-06",Cooling Tower,2
"2019-06",Cranes and Derricks,11
"2019-06",Curb Condition,888
"2019-06",Damaged Tree,3162
"2019-06",Day Care,41
"2019-06",DCA / DOH New License Application Request,5
"2019-06",Dead/Dying Tree,1068
"2019-06",Derelict Bicycle,232
"2019-06",Derelict Vehicle,1066
"2019-06",Derelict Vehicles,3153
"2019-06",Dirty Conditions,3422
"2019-06",Disorderly Youth,10
"2019-06",Dispatched Taxi Complaint,1
"2019-06",DOF Parking - DMV Clearance,4
"2019-06",DOF Parking - Payment Issue,29
"2019-06",DOF Parking - Request Copy,5
"2019-06",DOF Parking - Request Status,8
"2019-06",DOF Parking - Tax Exemption,3
"2019-06",DOF Property - Owner Issue,40
"2019-06",DOF Property - Property Value,10
"2019-06",DOF Property - Reduction Issue,70
"2019-06",DOF Property - Request Copy,44
"2019-06",DOF Property - RPIE Issue,16
"2019-06",DOF Property - Update Account,113
"2019-06",DOOR/WINDOW,2316
"2019-06",DPR Internal,58
"2019-06",Drinking,212
"2019-06",Drinking Water,6
"2019-06",Drug Activity,147
"2019-06",DSNY Spillage,2
"2019-06",ELECTRIC,1569
"2019-06",Electrical,284
"2019-06",Electronics Waste Appointment,3322
"2019-06",Elevator,1458
"2019-06",ELEVATOR,115
"2019-06",Emergency Response Team (ERT),389
"2019-06",Employee Behavior,1
"2019-06",Executive Inspections,41
"2019-06",Facades,44
"2019-06",FATF,10
"2019-06",Ferry Complaint,14
"2019-06",Ferry Inquiry,44
"2019-06",Ferry Permit,4
"2019-06",FLOORING/STAIRS,1573
"2019-06",Food Establishment,923
"2019-06",Food Poisoning,222
"2019-06",For Hire Vehicle Complaint,911
"2019-06",For Hire Vehicle Report,35
"2019-06",Forensic Engineering,1
"2019-06",Found Property,11
"2019-06",General,901
"2019-06",GENERAL,1628
"2019-06",General Construction/Plumbing,4409
"2019-06",Graffiti,2406
"2019-06",Green Taxi Complaint,3
"2019-06",Green Taxi Report,1
"2019-06",Harboring Bees/Wasps,7
"2019-06",Hazardous Materials,352
"2019-06",HEAT/HOT WATER,3095
"2019-06",Highway Condition,269
"2019-06",Highway Sign - Damaged,6
"2019-06",Highway Sign - Missing,2
"2019-06",Home Care Provider Complaint,1
"2019-06",Home Delivered Meal - Missed Delivery,8
"2019-06",Home Delivered Meal Complaint,6
"2019-06",Homeless Encampment,532
"2019-06",Homeless Person Assistance,2058
"2019-06",Housing Options,15
"2019-06",HPD Literature Request,57
"2019-06",Illegal Fireworks,121
"2019-06",Illegal Parking,18168
"2019-06",Illegal Tree Damage,376
"2019-06",Indoor Air Quality,406
"2019-06",Indoor Sewage,95
"2019-06",Industrial Waste,125
"2019-06",Investigations and Discipline (IAD),114
"2019-06",Lead,556
"2019-06",LinkNYC,8
"2019-06",Literature Request,31
"2019-06",Litter Basket / Request,268
"2019-06",Lost Property,1120
"2019-06",Maintenance or Facility,2316
"2019-06",Miscellaneous Categories,13
"2019-06",Missed Collection,3
"2019-06",Missed Collection (All Materials),4358
"2019-06",Mobile Food Vendor,213
"2019-06",Mold,34
"2019-06",Mosquitoes,67
"2019-06",MSOTHER,1
"2019-06",Municipal Parking Facility,4
"2019-06",New Tree Request,1573
"2019-06",Noise,5492
"2019-06",Noise - Commercial,4489
"2019-06",Noise - Helicopter,271
"2019-06",Noise - House of Worship,102
"2019-06",Noise - Park,1016
"2019-06",Noise - Residential,24449
"2019-06",Noise - Street/Sidewalk,16720
"2019-06",Noise - Vehicle,6288
"2019-06",Non-Emergency Police Matter,950
"2019-06",OEM Literature Request,1
"2019-06",Other Enforcement,705
"2019-06",Outside Building,3
"2019-06",OUTSIDE BUILDING,61
"2019-06",Overflowing Litter Baskets,100
"2019-06",Overgrown Tree/Branches,2170
"2019-06",PAINT/PLASTER,3711
"2019-06",Panhandling,31
"2019-06",Plant,8
"2019-06",Plumbing,485
"2019-06",PLUMBING,3340
"2019-06",Poison Ivy,58
"2019-06",Posting Advertisement,13
"2019-06",Public Payphone Complaint,21
"2019-06",Public Toilet,2
"2019-06",Quality of Life,17
"2019-06",Recycling Enforcement,51
"2019-06",Request Large Bulky Item Collection,19706
"2019-06",Rodent,3380
"2019-06",Root/Sewer/Sidewalk Condition,802
"2019-06",Safety,334
"2019-06",SAFETY,713
"2019-06",Sanitation Condition,4521
"2019-06",Scaffold Safety,15
"2019-06",School Maintenance,115
"2019-06",SCRIE,14
"2019-06",Sewer,3367
"2019-06",Sidewalk Condition,3386
"2019-06",Single Occupancy Bathroom,1
"2019-06",Smoking,199
"2019-06",Snow,1
"2019-06",Special Natural Area District (SNAD),10
"2019-06",Special Operations,32
"2019-06",Special Projects Inspection Team (SPIT),603
"2019-06",Standing Water,507
"2019-06",Street Condition,8107
"2019-06",Street Light Condition,4434
"2019-06",Street Sign - Damaged,559
"2019-06",Street Sign - Dangling,193
"2019-06",Street Sign - Missing,481
"2019-06",Sustainability Enforcement,59
"2019-06",Sweeping/Inadequate,21
"2019-06",Sweeping/Missed,69
"2019-06",Tattooing,11
"2019-06",Taxi Complaint,829
"2019-06",Taxi Compliment,16
"2019-06",Taxi Licensee Complaint,2
"2019-06",Taxi Report,142
"2019-06",Taxpayer Advocate Inquiry,3
"2019-06",Traffic,474
"2019-06",Traffic Signal Condition,3254
"2019-06",Unsanitary Animal Pvt Property,157
"2019-06",Unsanitary Condition,4424
"2019-06",UNSANITARY CONDITION,6002
"2019-06",Unsanitary Pigeon Condition,61
"2019-06",Urinating in Public,62
"2019-06",Vacant Lot,241
"2019-06",Vending,518
"2019-06",Violation of Park Rules,423
"2019-06",Water Conservation,346
"2019-06",WATER LEAK,2124
"2019-06",Water Quality,113
"2019-06",Water System,4997
"2019-06",Window Guard,5
"2019-06",X-Ray Machine/Equipment,1
"2019-07",Abandoned Vehicle,3752
"2019-07",Adopt-A-Basket,107
"2019-07",Air Quality,775
"2019-07",Animal-Abuse,681
"2019-07",Animal in a Park,212
"2019-07",Appliance,1
"2019-07",APPLIANCE,660
"2019-07",Asbestos,173
"2019-07",Beach/Pool/Sauna Complaint,40
"2019-07",BEST/Site Safety,26
"2019-07",Bike Rack Condition,13
"2019-07",Bike/Roller/Skate Chronic,86
"2019-07",Blocked Driveway,10907
"2019-07",Boilers,84
"2019-07",Bottled Water,3
"2019-07",Bridge Condition,38
"2019-07",Broken Parking Meter,909
"2019-07",Building Marshals office,11
"2019-07",Building/Use,1951
"2019-07",Bus Stop Shelter Complaint,72
"2019-07",Bus Stop Shelter Placement,10
"2019-07",Calorie Labeling,2
"2019-07",Collection Truck Noise,5
"2019-07",Consumer Complaint,1600
"2019-07",Cooling Tower,4
"2019-07",Cranes and Derricks,7
"2019-07",Curb Condition,827
"2019-07",Damaged Tree,3317
"2019-07",Day Care,47
"2019-07",Dead/Dying Tree,1158
"2019-07",DEP Highway Condition,1
"2019-07",DEP Sidewalk Condition,3
"2019-07",DEP Street Condition,268
"2019-07",Derelict Bicycle,234
"2019-07",Derelict Vehicles,3272
"2019-07",Dirty Conditions,3544
"2019-07",Disorderly Youth,10
"2019-07",Dispatched Taxi Complaint,1
"2019-07",Dispatched Taxi Compliment,1
"2019-07",DOOR/WINDOW,1068
"2019-07",Drinking,211
"2019-07",Drinking Water,18
"2019-07",Drug Activity,208
"2019-07",Electric,1
"2019-07",ELECTRIC,1507
"2019-07",Electrical,152
"2019-07",Electronics Waste Appointment,3382
"2019-07",Elevator,1874
"2019-07",ELEVATOR,83
"2019-07",Emergency Response Team (ERT),291
"2019-07",Executive Inspections,14
"2019-07",Ferry Complaint,15
"2019-07",Ferry Inquiry,32
"2019-07",Ferry Permit,7
"2019-07",FHV Licensee Complaint,2
"2019-07",Fire Alarm - Replacement,1
"2019-07",FLOORING/STAIRS,412
"2019-07",Foam Ban Enforcement,6
"2019-07",Food Establishment,1062
"2019-07",Food Poisoning,177
"2019-07",For Hire Vehicle Complaint,1063
"2019-07",For Hire Vehicle Report,52
"2019-07",GENERAL,927
"2019-07",General Construction/Plumbing,4098
"2019-07",Graffiti,1494
"2019-07",Green Taxi Complaint,43
"2019-07",Green Taxi Report,4
"2019-07",Hazardous Materials,215
"2019-07",HEAT/HOT WATER,2300
"2019-07",Highway Condition,247
"2019-07",Highway Sign - Damaged,17
"2019-07",Highway Sign - Dangling,4
"2019-07",Highway Sign - Missing,5
"2019-07",Home Delivered Meal - Missed Delivery,12
"2019-07",Home Delivered Meal Complaint,11
"2019-07",Homeless Encampment,730
"2019-07",Homeless Person Assistance,2320
"2019-07",Illegal Fireworks,638
"2019-07",Illegal Parking,18690
"2019-07",Illegal Tree Damage,324
"2019-07",Indoor Air Quality,268
"2019-07",Indoor Sewage,132
"2019-07",Industrial Waste,104
"2019-07",Investigations and Discipline (IAD),29
"2019-07",Lead,348
"2019-07",Lifeguard,7
"2019-07",LinkNYC,13
"2019-07",Litter Basket / Request,281
"2019-07",Lost Property,916
"2019-07",Maintenance or Facility,2632
"2019-07",Missed Collection,2
"2019-07",Missed Collection (All Materials),3708
"2019-07",Mobile Food Vendor,152
"2019-07",Mold,36
"2019-07",Mosquitoes,113
"2019-07",Municipal Parking Facility,5
"2019-07",New Tree Request,963
"2019-07",Noise,3148
"2019-07",Noise - Commercial,2114
"2019-07",Noise - Helicopter,117
"2019-07",Noise - House of Worship,54
"2019-07",Noise - Park,488
"2019-07",Noise - Residential,17365
"2019-07",Noise - Street/Sidewalk,14718
"2019-07",Noise - Vehicle,3298
"2019-07",Non-Emergency Police Matter,1048
"2019-07",Other Enforcement,739
"2019-07",OUTSIDE BUILDING,40
"2019-07",Overflowing Litter Baskets,127
"2019-07",Overflowing Recycling Baskets,2
"2019-07",Overgrown Tree/Branches,2016
"2019-07",PAINT/PLASTER,1274
"2019-07",Panhandling,44
"2019-07",Plant,12
"2019-07",Plumbing,281
"2019-07",PLUMBING,2007
"2019-07",Poison Ivy,60
"2019-07",Posting Advertisement,13
"2019-07",Public Payphone Complaint,14
"2019-07",Public Toilet,5
"2019-07",Radioactive Material,2
"2019-07",Recycling Enforcement,58
"2019-07",Request Changes - A.S.P.,1
"2019-07",Request Large Bulky Item Collection,22129
"2019-07",Rodent,3386
"2019-07",Root/Sewer/Sidewalk Condition,767
"2019-07",SAFETY,350
"2019-07",Sanitation Condition,4562
"2019-07",Scaffold Safety,11
"2019-07",School Maintenance,94
"2019-07",Sewer,3416
"2019-07",Sidewalk Condition,3875
"2019-07",Single Occupancy Bathroom,9
"2019-07",Smoking,183
"2019-07",Special Natural Area District (SNAD),13
"2019-07",Special Projects Inspection Team (SPIT),537
"2019-07",Squeegee,2
"2019-07",Standing Water,405
"2019-07",Street Condition,7033
"2019-07",Street Light Condition,4277
"2019-07",Street Sign - Damaged,566
"2019-07",Street Sign - Dangling,275
"2019-07",Street Sign - Missing,441
"2019-07",Sweeping/Inadequate,38
"2019-07",Sweeping/Missed,156
"2019-07",Tattooing,10
"2019-07",Taxi Complaint,803
"2019-07",Taxi Compliment,16
"2019-07",Taxi Licensee Complaint,1
"2019-07",Taxi Report,100
"2019-07",Traffic,451
"2019-07",Traffic Signal Condition,3771
"2019-07",Unsanitary Animal Pvt Property,175
"2019-07",Unsanitary Condition,6
"2019-07",UNSANITARY CONDITION,3908
"2019-07",Unsanitary Pigeon Condition,70
"2019-07",Urinating in Public,78
"2019-07",Vacant Lot,292
"2019-07",Vending,520
"2019-07",Violation of Park Rules,462
"2019-07",Water Conservation,948
"2019-07",Water Leak,1
"2019-07",WATER LEAK,1349
"2019-07",Water Quality,108
"2019-07",Water System,13069
"2019-07",Window Guard,1
"2019-07",X-Ray Machine/Equipment,1
"2019-08",Abandoned Vehicle,4187
"2019-08",Adopt-A-Basket,55
"2019-08",Air Quality,695
"2019-08",Animal-Abuse,601
"2019-08",Animal in a Park,200
"2019-08",Appliance,1
"2019-08",APPLIANCE,660
"2019-08",Asbestos,149
"2019-08",Beach/Pool/Sauna Complaint,37
"2019-08",BEST/Site Safety,35
"2019-08",Bike Rack Condition,25
"2019-08",Bike/Roller/Skate Chronic,102
"2019-08",Blocked Driveway,10849
"2019-08",Boilers,83
"2019-08",Borough Office,2
"2019-08",Bridge Condition,19
"2019-08",Broken Parking Meter,922
"2019-08",Building Marshals office,29
"2019-08",Building/Use,2142
"2019-08",Bus Stop Shelter Complaint,92
"2019-08",Bus Stop Shelter Placement,16
"2019-08",Collection Truck Noise,5
"2019-08",Consumer Complaint,1422
